codigo_ibge,nome,latitude,longitude,UF,Munic,NMunic,Populacao
2505006,Cubati,7.0,36.0,25.0,5006.0,CUBATI,6356.0
3513504,Cubatão,24.0,46.0,35.0,13504.0,CUBATÃO,120271.0
5103403,Cuiabá,16.0,56.0,51.0,3403.0,CUIABÁ,526830.0
2505204,Cuitegi,7.0,36.0,25.0,5204.0,CUITEGI,7047.0
2505105,Cuité,6.0,36.0,25.0,5105.0,CUITÉ,20197.0
2505238,Cuité de Mamanguape,7.0,35.0,25.0,5238.0,CUITÉ DE MAMANGUAPE,6505.0
1100940,Cujubim,9.0,63.0,11.0,940.0,CUJUBIM,13857.0
5206602,Cumari,18.0,48.0,52.0,6602.0,CUMARI,3055.0
2604908,Cumaru,8.0,36.0,26.0,4908.0,CUMARU,16388.0
1502764,Cumaru do Norte,8.0,51.0,15.0,2764.0,CUMARU DO NORTE,10452.0
2801900,Cumbe,10.0,37.0,28.0,1900.0,CUMBE,3741.0
3513603,Cunha,23.0,45.0,35.0,13603.0,CUNHA,22951.0
4204707,Cunha Porã,27.0,53.0,42.0,4707.0,CUNHA PORÃ,10638.0
4204756,Cunhataí,27.0,53.0,42.0,4756.0,CUNHATAÍ,1874.0
3120839,Cuparaque,19.0,41.0,31.0,20839.0,CUPARAQUE,4404.0
2605004,Cupira,9.0,36.0,26.0,5004.0,CUPIRA,22106.0
2909901,Curaçá,9.0,40.0,29.0,9901.0,CURAÇÁ,32449.0
2203206,Curimatá,10.0,44.0,22.0,3206.0,CURIMATÁ,10360.0
1502772,Curionópolis,6.0,50.0,15.0,2772.0,CURIONÓPOLIS,17769.0
4106902,Curitiba,25.0,49.0,41.0,6902.0,CURITIBA,
4204806,Curitibanos,27.0,51.0,42.0,4806.0,CURITIBANOS,37493.0
4107009,Curiúva,24.0,50.0,41.0,7009.0,CURIÚVA,14338.0
2203230,Currais,9.0,44.0,22.0,3230.0,CURRAIS,4538.0
2403103,Currais Novos,6.0,37.0,24.0,3103.0,CURRAIS NOVOS,42066.0
2203271,Curral Novo do Piauí,8.0,41.0,22.0,3271.0,CURRAL NOVO DO PIAUÍ,4898.0
2505303,Curral Velho,8.0,38.0,25.0,5303.0,CURRAL VELHO,2781.0
2505279,Curral de Cima,7.0,35.0,25.0,5279.0,CURRAL DE CIMA,5469.0
3120870,Curral de Dentro,16.0,42.0,31.0,20870.0,CURRAL DE DENTRO,6907.0
1502806,Curralinho,2.0,50.0,15.0,2806.0,CURRALINHO,25388.0
2203255,Curralinhos,6.0,43.0,22.0,3255.0,CURRALINHOS,4072.0
2103703,Cururupu,2.0,45.0,21.0,3703.0,CURURUPU,34018.0
1502855,Curuá,2.0,55.0,15.0,2855.0,CURUÁ,11928.0
1502905,Curuçá,1.0,48.0,15.0,2905.0,CURUÇÁ,33768.0
3120904,Curvelo,19.0,44.0,31.0,20904.0,CURVELO,71611.0
5103437,Curvelândia,16.0,58.0,51.0,3437.0,CURVELÂNDIA,4835.0
2605103,Custódia,8.0,38.0,26.0,5103.0,CUSTÓDIA,32157.0
1600212,Cutias,1.0,51.0,16.0,212.0,CUTIAS,4320.0
5102504,Cáceres,16.0,58.0,51.0,2504.0,CÁCERES,84175.0
3115102,Cássia,21.0,47.0,31.0,15102.0,CÁSSIA,17067.0
3510906,Cássia dos Coqueiros,21.0,47.0,35.0,10906.0,CÁSSIA DOS COQUEIROS,2706.0
4304309,Cândido Godói,28.0,55.0,43.0,4309.0,CÂNDIDO GODÓI,6634.0
2102606,Cândido Mendes,1.0,46.0,21.0,2606.0,CÂNDIDO MENDES,18820.0
3510005,Cândido Mota,23.0,50.0,35.0,10005.0,CÂNDIDO MOTA,29572.0
3510104,Cândido Rodrigues,21.0,49.0,35.0,10104.0,CÂNDIDO RODRIGUES,2655.0
2906709,Cândido Sales,15.0,41.0,29.0,6709.0,CÂNDIDO SALES,26727.0
4104402,Cândido de Abreu,25.0,51.0,41.0,4402.0,CÂNDIDO DE ABREU,17775.0
4105300,Céu Azul,25.0,54.0,41.0,5300.0,CÉU AZUL,10914.0
2907806,Cícero Dantas,11.0,38.0,29.0,7806.0,CÍCERO DANTAS,30827.0
3119807,Córrego Danta,20.0,46.0,31.0,19807.0,CÓRREGO DANTA,3423.0
3119955,Córrego Fundo,20.0,46.0,31.0,19955.0,CÓRREGO FUNDO,5635.0
3120003,Córrego Novo,20.0,42.0,31.0,20003.0,CÓRREGO NOVO,3155.0
3119906,Córrego do Bom Jesus,23.0,46.0,31.0,19906.0,CÓRREGO DO BOM JESUS,3724.0
5205703,Córrego do Ouro,16.0,51.0,52.0,5703.0,CÓRREGO DO OURO,2633.0
3117836,Cônego Marinho,15.0,44.0,31.0,17836.0,CÔNEGO MARINHO,6279.0
5206701,Damianópolis,15.0,46.0,52.0,6701.0,DAMIANÓPOLIS,3507.0
2505352,Damião,7.0,36.0,25.0,5352.0,DAMIÃO,4807.0
5206800,Damolândia,16.0,49.0,52.0,6800.0,DAMOLÂNDIA,2688.0
1706506,Darcinópolis,7.0,48.0,17.0,6506.0,DARCINÓPOLIS,5130.0
3121001,Datas,18.0,44.0,31.0,21001.0,DATAS,5418.0
4306304,David Canabarro,28.0,52.0,43.0,6304.0,DAVID CANABARRO,4704.0
2103752,Davinópolis,6.0,47.0,21.0,3752.0,DAVINÓPOLIS,13799.0
3121100,Delfim Moreira,23.0,45.0,31.0,21100.0,DELFIM MOREIRA,7834.0
3121209,Delfinópolis,20.0,47.0,31.0,21209.0,DELFINÓPOLIS,6698.0
2702405,Delmiro Gouveia,9.0,38.0,27.0,2405.0,DELMIRO GOUVEIA,46599.0
3121258,Delta,20.0,48.0,31.0,21258.0,DELTA,6600.0
2203305,Demerval Lobão,5.0,43.0,22.0,3305.0,DEMERVAL LOBÃO,12806.0
5103452,Denise,15.0,57.0,51.0,3452.0,DENISE,10349.0
5003454,Deodápolis,22.0,54.0,50.0,3454.0,DEODÁPOLIS,11261.0
2304269,Deputado Irapuan Pinheiro,6.0,39.0,23.0,4269.0,DEPUTADO IRAPUAN PINHEIRO,9108.0
4306320,Derrubadas,27.0,54.0,43.0,6320.0,DERRUBADAS,3378.0
3513702,Descalvado,22.0,48.0,35.0,13702.0,DESCALVADO,29533.0
4204905,Descanso,27.0,54.0,42.0,4905.0,DESCANSO,8705.0
3121308,Descoberto,21.0,43.0,31.0,21308.0,DESCOBERTO,4876.0
2505402,Desterro,7.0,37.0,25.0,5402.0,DESTERRO,7929.0
3121407,Desterro de Entre Rios,21.0,44.0,31.0,21407.0,DESTERRO DE ENTRE RIOS,6914.0
3121506,Desterro do Melo,21.0,44.0,31.0,21506.0,DESTERRO DO MELO,3198.0
4306353,Dezesseis de Novembro,28.0,55.0,43.0,6353.0,DEZESSEIS DE NOVEMBRO,2968.0
3513801,Diadema,24.0,47.0,35.0,13801.0,DIADEMA,
2505600,Diamante,7.0,38.0,25.0,5600.0,DIAMANTE,6582.0
4107157,Diamante D'Oeste,25.0,54.0,41.0,7157.0,DIAMANTE D'OESTE,4944.0
4107108,Diamante do Norte,23.0,53.0,41.0,7108.0,DIAMANTE DO NORTE,5611.0
4107124,Diamante do Sul,25.0,53.0,41.0,7124.0,DIAMANTE DO SUL,3665.0
3121605,Diamantina,18.0,44.0,31.0,21605.0,DIAMANTINA,44746.0
5103502,Diamantino,14.0,56.0,51.0,3502.0,DIAMANTINO,18428.0
1707009,Dianópolis,12.0,47.0,17.0,7009.0,DIANÓPOLIS,18584.0
2910057,Dias d'Ávila,13.0,38.0,29.0,10057.0,DIAS D'ÁVILA,53821.0
4306379,Dilermando de Aguiar,30.0,54.0,43.0,6379.0,DILERMANDO DE AGUIAR,3129.0
3121704,Diogo de Vasconcelos,20.0,43.0,31.0,21704.0,DIOGO DE VASCONCELOS,3941.0
3121803,Dionísio,20.0,43.0,31.0,21803.0,DIONÍSIO,10234.0
4205001,Dionísio Cerqueira,26.0,54.0,42.0,5001.0,DIONÍSIO CERQUEIRA,14792.0
5207105,Diorama,16.0,51.0,52.0,7105.0,DIORAMA,2236.0
3513850,Dirce Reis,20.0,51.0,35.0,13850.0,DIRCE REIS,1582.0
2203354,Dirceu Arcoverde,9.0,42.0,22.0,3354.0,DIRCEU ARCOVERDE,6721.0
2802007,Divina Pastora,11.0,37.0,28.0,2007.0,DIVINA PASTORA,4198.0
3122009,Divino,21.0,42.0,31.0,22009.0,DIVINO,19245.0
3122108,Divino das Laranjeiras,19.0,41.0,31.0,22108.0,DIVINO DAS LARANJEIRAS,4934.0
3201803,Divino de São Lourenço,21.0,42.0,32.0,1803.0,DIVINO DE SÃO LOURENÇO,4837.0
3513900,Divinolândia,22.0,47.0,35.0,13900.0,DIVINOLÂNDIA,11246.0
3122207,Divinolândia de Minas,19.0,43.0,31.0,22207.0,DIVINOLÂNDIA DE MINAS,6724.0
3121902,Divinésia,21.0,43.0,31.0,21902.0,DIVINÉSIA,3276.0
3122306,Divinópolis,20.0,45.0,31.0,22306.0,DIVINÓPOLIS,
5208301,Divinópolis de Goiás,13.0,46.0,52.0,8301.0,DIVINÓPOLIS DE GOIÁS,5344.0
1707108,Divinópolis do Tocantins,10.0,49.0,17.0,7108.0,DIVINÓPOLIS DO TOCANTINS,6359.0
3122355,Divisa Alegre,16.0,41.0,31.0,22355.0,DIVISA ALEGRE,5793.0
3122405,Divisa Nova,22.0,46.0,31.0,22405.0,DIVISA NOVA,5619.0
3122454,Divisópolis,16.0,41.0,31.0,22454.0,DIVISÓPOLIS,7852.0
3514007,Dobrada,22.0,48.0,35.0,14007.0,DOBRADA,7664.0
3514106,Dois Córregos,22.0,48.0,35.0,14106.0,DOIS CÓRREGOS,24384.0
4306403,Dois Irmãos,30.0,51.0,43.0,6403.0,DOIS IRMÃOS,24815.0
4306429,Dois Irmãos das Missões,28.0,54.0,43.0,6429.0,DOIS IRMÃOS DAS MISSÕES,2362.0
5003488,Dois Irmãos do Buriti,21.0,55.0,50.0,3488.0,DOIS IRMÃOS DO BURITI,9350.0
1707207,Dois Irmãos do Tocantins,9.0,49.0,17.0,7207.0,DOIS IRMÃOS DO TOCANTINS,7060.0
4306452,Dois Lajeados,29.0,52.0,43.0,6452.0,DOIS LAJEADOS,3334.0
2702504,Dois Riachos,9.0,37.0,27.0,2504.0,DOIS RIACHOS,10885.0
4107207,Dois Vizinhos,26.0,53.0,41.0,7207.0,DOIS VIZINHOS,34001.0
3514205,Dolcinópolis,20.0,51.0,35.0,14205.0,DOLCINÓPOLIS,2181.0
5103601,Dom Aquino,16.0,55.0,51.0,3601.0,DOM AQUINO,8261.0
2910107,Dom Basílio,14.0,42.0,29.0,10107.0,DOM BASÍLIO,11087.0
3122470,Dom Bosco,17.0,46.0,31.0,22470.0,DOM BOSCO,3781.0
3122504,Dom Cavati,19.0,42.0,31.0,22504.0,DOM CAVATI,5593.0
1502939,Dom Eliseu,4.0,48.0,15.0,2939.0,DOM ELISEU,38150.0
2203404,Dom Expedito Lopes,7.0,42.0,22.0,3404.0,DOM EXPEDITO LOPES,6532.0
4306502,Dom Feliciano,31.0,52.0,43.0,6502.0,DOM FELICIANO,14504.0
2203453,Dom Inocêncio,9.0,42.0,22.0,3453.0,DOM INOCÊNCIO,10329.0
3122603,Dom Joaquim,19.0,43.0,31.0,22603.0,DOM JOAQUIM,4530.0
2910206,Dom Macedo Costa,13.0,39.0,29.0,10206.0,DOM MACEDO COSTA,3809.0
4306601,Dom Pedrito,31.0,55.0,43.0,6601.0,DOM PEDRITO,38148.0
2103802,Dom Pedro,5.0,44.0,21.0,3802.0,DOM PEDRO,21479.0
4306551,Dom Pedro de Alcântara,29.0,50.0,43.0,6551.0,DOM PEDRO DE ALCÂNTARA,2728.0
3122702,Dom Silvério,20.0,43.0,31.0,22702.0,DOM SILVÉRIO,5284.0
3122801,Dom Viçoso,22.0,45.0,31.0,22801.0,DOM VIÇOSO,3020.0
3201902,Domingos Martins,20.0,41.0,32.0,1902.0,DOMINGOS MARTINS,31175.0
2203420,Domingos Mourão,4.0,41.0,22.0,3420.0,DOMINGOS MOURÃO,4312.0
4205100,Dona Emma,27.0,50.0,42.0,5100.0,DONA EMMA,3441.0
3122900,Dona Eusébia,21.0,43.0,31.0,22900.0,DONA EUSÉBIA,5569.0
4306700,Dona Francisca,30.0,53.0,43.0,6700.0,DONA FRANCISCA,3572.0
2505709,Dona Inês,7.0,36.0,25.0,5709.0,DONA INÊS,10832.0
3123007,Dores de Campos,21.0,44.0,31.0,23007.0,DORES DE CAMPOS,9276.0
3123106,Dores de Guanhães,19.0,43.0,31.0,23106.0,DORES DE GUANHÃES,5528.0
3123205,Dores do Indaiá,19.0,46.0,31.0,23205.0,DORES DO INDAIÁ,13996.0
3202009,Dores do Rio Preto,21.0,42.0,32.0,2009.0,DORES DO RIO PRETO,6106.0
3123304,Dores do Turvo,21.0,43.0,31.0,23304.0,DORES DO TURVO,4572.0
3123403,Doresópolis,20.0,46.0,31.0,23403.0,DORESÓPOLIS,1492.0
2605152,Dormentes,8.0,41.0,26.0,5152.0,DORMENTES,15595.0
5003504,Douradina,22.0,55.0,50.0,3504.0,DOURADINA,11430.0
3514304,Dourado,22.0,48.0,35.0,14304.0,DOURADO,8751.0
3123502,Douradoquara,18.0,48.0,31.0,23502.0,DOURADOQUARA,1846.0
5003702,Dourados,22.0,55.0,50.0,3702.0,DOURADOS,181869.0
4107306,Doutor Camargo,24.0,52.0,41.0,7306.0,DOUTOR CAMARGO,5609.0
4306734,Doutor Maurício Cardoso,28.0,54.0,43.0,6734.0,DOUTOR MAURÍCIO CARDOSO,5494.0
4205159,Doutor Pedrinho,27.0,49.0,42.0,5159.0,DOUTOR PEDRINHO,3280.0
4306759,Doutor Ricardo,29.0,52.0,43.0,6759.0,DOUTOR RICARDO,2053.0
2403202,Doutor Severiano,6.0,38.0,24.0,3202.0,DOUTOR SEVERIANO,6431.0
4128633,Doutor Ulysses,25.0,49.0,41.0,28633.0,DOUTOR ULYSSES,5956.0
5207253,Doverlândia,17.0,52.0,52.0,7253.0,DOVERLÂNDIA,8344.0
3514403,Dracena,21.0,52.0,35.0,14403.0,DRACENA,42107.0
3514502,Duartina,22.0,49.0,35.0,14502.0,DUARTINA,12381.0
3301603,Duas Barras,22.0,43.0,33.0,1603.0,DUAS BARRAS,10438.0
2505808,Duas Estradas,7.0,35.0,25.0,5808.0,DUAS ESTRADAS,3748.0
1707306,Dueré,11.0,49.0,17.0,7306.0,DUERÉ,4489.0
3514601,Dumont,21.0,48.0,35.0,14601.0,DUMONT,7557.0
2103901,Duque Bacelar,4.0,43.0,21.0,3901.0,DUQUE BACELAR,10384.0
3301702,Duque de Caxias,23.0,43.0,33.0,1702.0,DUQUE DE CAXIAS,
3123528,Durandé,20.0,42.0,31.0,23528.0,DURANDÉ,6932.0
2910008,Dário Meira,14.0,40.0,29.0,10008.0,DÁRIO MEIRA,12565.0
3514700,Echaporã,22.0,50.0,35.0,14700.0,ECHAPORÃ,6247.0
3202108,Ecoporanga,18.0,41.0,32.0,2108.0,ECOPORANGA,23296.0
5207352,Edealina,17.0,50.0,52.0,7352.0,EDEALINA,3718.0
5207402,Edéia,17.0,50.0,52.0,7402.0,EDÉIA,10251.0
1301407,Eirunepé,7.0,70.0,13.0,1407.0,EIRUNEPÉ,29411.0
5003751,Eldorado,24.0,54.0,50.0,3751.0,ELDORADO,25972.0
1502954,Eldorado do Carajás,6.0,49.0,15.0,2954.0,ELDORADO DOS CARAJÁS,28554.0
4306767,Eldorado do Sul,30.0,52.0,43.0,6767.0,ELDORADO DO SUL,31316.0
2203503,Elesbão Veloso,6.0,42.0,22.0,3503.0,ELESBÃO VELOSO,14174.0
3514908,Elias Fausto,23.0,47.0,35.0,14908.0,ELIAS FAUSTO,14521.0
2203602,Eliseu Martins,8.0,44.0,22.0,3602.0,ELISEU MARTINS,4722.0
3514924,Elisiário,21.0,49.0,35.0,14924.0,ELISIÁRIO,3024.0
2910305,Elísio Medrado,13.0,40.0,29.0,10305.0,ELÍSIO MEDRADO,7907.0
3123601,Elói Mendes,22.0,46.0,31.0,23601.0,ELÓI MENDES,24161.0
2505907,Emas,7.0,38.0,25.0,5907.0,EMAS,3257.0
3514957,Embaúba,21.0,49.0,35.0,14957.0,EMBAÚBA,2391.0
3515004,Embu das Artes,24.0,47.0,35.0,15004.0,EMBU,
3515103,Embu-Guaçu,24.0,47.0,35.0,15103.0,EMBU-GUAÇU,59083.0
3515129,Emilianópolis,22.0,51.0,35.0,15129.0,EMILIANÓPOLIS,3021.0
4306809,Encantado,29.0,52.0,43.0,6809.0,ENCANTADO,19536.0
2403301,Encanto,6.0,38.0,24.0,3301.0,ENCANTO,5158.0
2910404,Encruzilhada,16.0,41.0,29.0,10404.0,ENCRUZILHADA,22525.0
4306908,Encruzilhada do Sul,31.0,53.0,43.0,6908.0,ENCRUZILHADA DO SUL,24152.0
4107504,Engenheiro Beltrão,24.0,52.0,41.0,7504.0,ENGENHEIRO BELTRÃO,13867.0
3123700,Engenheiro Caldas,19.0,42.0,31.0,23700.0,ENGENHEIRO CALDAS,10317.0
3515152,Engenheiro Coelho,22.0,47.0,35.0,15152.0,ENGENHEIRO COELHO,12729.0
3123809,Engenheiro Navarro,17.0,44.0,31.0,23809.0,ENGENHEIRO NAVARRO,7079.0
3301801,Engenheiro Paulo de Frontin,23.0,44.0,33.0,1801.0,ENGENHEIRO PAULO DE FRONTIN,12544.0
4306924,Engenho Velho,28.0,53.0,43.0,6924.0,ENGENHO VELHO,1584.0
3123858,Entre Folhas,20.0,42.0,31.0,23858.0,ENTRE FOLHAS,4931.0
2910503,Entre Rios,12.0,38.0,29.0,10503.0,ENTRE RIOS,41865.0
3123908,Entre Rios de Minas,21.0,44.0,31.0,23908.0,ENTRE RIOS DE MINAS,13887.0
4107538,Entre Rios do Oeste,25.0,54.0,41.0,7538.0,ENTRE RIOS DO OESTE,3842.0
4306957,Entre Rios do Sul,28.0,53.0,43.0,6957.0,ENTRE RIOS DO SUL,3101.0
4306932,Entre-Ijuís,28.0,54.0,43.0,6932.0,ENTRE-IJUÍS,9126.0
1301506,Envira,7.0,70.0,13.0,1506.0,ENVIRA,16438.0
4107405,Enéas Marques,26.0,53.0,41.0,7405.0,ENÉAS MARQUES,5974.0
1200252,Epitaciolândia,11.0,69.0,12.0,252.0,EPITACIOLÂNDIA,13434.0
2403400,Equador,7.0,37.0,24.0,3400.0,EQUADOR,5875.0
4306973,Erebango,28.0,52.0,43.0,6973.0,EREBANGO,2881.0
4307005,Erechim,28.0,52.0,43.0,7005.0,ERECHIM,92945.0
2304277,Ererê,6.0,38.0,23.0,4277.0,ERERÊ,6927.0
4205191,Ermo,29.0,50.0,42.0,5191.0,ERMO,1843.0
4307054,Ernestina,28.0,53.0,43.0,7054.0,ERNESTINA,3010.0
4307203,Erval Grande,27.0,53.0,43.0,7203.0,ERVAL GRANDE,5294.0
4307302,Erval Seco,28.0,54.0,43.0,7302.0,ERVAL SECO,8212.0
4205209,Erval Velho,27.0,51.0,42.0,5209.0,ERVAL VELHO,4098.0
3124005,Ervália,21.0,43.0,31.0,24005.0,ERVÁLIA,18002.0
2605202,Escada,8.0,35.0,26.0,5202.0,ESCADA,59850.0
4307401,Esmeralda,28.0,51.0,43.0,7401.0,ESMERALDA,3234.0
3124104,Esmeraldas,20.0,44.0,31.0,24104.0,ESMERALDAS,55436.0
3124203,Espera Feliz,21.0,42.0,31.0,24203.0,ESPERA FELIZ,20835.0
1707405,Esperantina,5.0,49.0,17.0,7405.0,ESPERANTINA,44324.0
2104008,Esperantinópolis,5.0,45.0,21.0,4008.0,ESPERANTINÓPOLIS,18569.0
2506004,Esperança,7.0,36.0,25.0,6004.0,ESPERANÇA,29801.0
4107520,Esperança Nova,24.0,54.0,41.0,7520.0,ESPERANÇA NOVA,1887.0
4307450,Esperança do Sul,27.0,54.0,43.0,7450.0,ESPERANÇA DO SUL,3445.0
4107546,Espigão Alto do Iguaçu,25.0,53.0,41.0,7546.0,ESPIGÃO ALTO DO IGUAÇU,5104.0
1100098,Espigão D'Oeste,12.0,61.0,11.0,98.0,ESPIGÃO D'OESTE,27867.0
3124302,Espinosa,15.0,43.0,31.0,24302.0,ESPINOSA,31322.0
2910602,Esplanada,12.0,38.0,29.0,10602.0,ESPLANADA,31118.0
4307500,Espumoso,29.0,53.0,43.0,7500.0,ESPUMOSO,14991.0
2403509,Espírito Santo,6.0,35.0,24.0,3509.0,ESPÍRITO SANTO,10132.0
3124401,Espírito Santo do Dourado,22.0,46.0,31.0,24401.0,ESPÍRITO SANTO DO DOURADO,4293.0
3515186,Espírito Santo do Pinhal,22.0,47.0,35.0,15186.0,ESPÍRITO SANTO DO PINHAL,40684.0
3515194,Espírito Santo do Turvo,23.0,49.0,35.0,15194.0,ESPÍRITO SANTO DO TURVO,4103.0
4307559,Estação,28.0,52.0,43.0,7559.0,ESTAÇÃO,6086.0
4307708,Esteio,30.0,51.0,43.0,7708.0,ESTEIO,78816.0
3124500,Estiva,22.0,46.0,31.0,24500.0,ESTIVA,10920.0
3557303,Estiva Gerbi,22.0,47.0,35.0,57303.0,ESTIVA GERBI,9185.0
2104057,Estreito,7.0,47.0,21.0,4057.0,ESTREITO,26490.0
4307807,Estrela,30.0,52.0,43.0,7807.0,ESTRELA,29071.0
3124609,Estrela Dalva,22.0,42.0,31.0,24609.0,ESTRELA DALVA,2497.0
4307815,Estrela Velha,29.0,53.0,43.0,7815.0,ESTRELA VELHA,3659.0
3515202,Estrela d'Oeste,20.0,50.0,35.0,15202.0,ESTRELA D'OESTE,8590.0
2702553,Estrela de Alagoas,9.0,37.0,27.0,2553.0,ESTRELA DE ALAGOAS,16694.0
3124708,Estrela do Indaiá,20.0,46.0,31.0,24708.0,ESTRELA DO INDAIÁ,3651.0
5207501,Estrela do Norte,14.0,49.0,52.0,7501.0,ESTRELA DO NORTE,5628.0
3124807,Estrela do Sul,19.0,48.0,31.0,24807.0,ESTRELA DO SUL,7136.0
2802106,Estância,11.0,37.0,28.0,2106.0,ESTÂNCIA,61368.0
4307609,Estância Velha,30.0,51.0,43.0,7609.0,ESTÂNCIA VELHA,40740.0
2910701,Euclides da Cunha,11.0,39.0,29.0,10701.0,EUCLIDES DA CUNHA,56625.0
3515350,Euclides da Cunha Paulista,23.0,53.0,35.0,15350.0,EUCLIDES DA CUNHA PAULISTA,9923.0
3124906,Eugenópolis,21.0,42.0,31.0,24906.0,EUGENÓPOLIS,10291.0
4307831,Eugênio de Castro,29.0,54.0,43.0,7831.0,EUGÊNIO DE CASTRO,3057.0
2910727,Eunápolis,16.0,40.0,29.0,10727.0,EUNÁPOLIS,93984.0
2304285,Eusébio,4.0,38.0,23.0,4285.0,EUSÉBIO,38189.0
3125002,Ewbank da Câmara,22.0,44.0,31.0,25002.0,EWBANK DA CÂMARA,3567.0
3125101,Extrema,23.0,46.0,31.0,25101.0,EXTREMA,24886.0
2403608,Extremoz,6.0,35.0,24.0,3608.0,EXTREMOZ,21792.0
2605301,Exu,8.0,40.0,26.0,5301.0,EXU,30567.0
2506103,Fagundes,7.0,36.0,25.0,6103.0,FAGUNDES,11830.0
4307864,Fagundes Varela,29.0,52.0,43.0,7864.0,FAGUNDES VARELA,2508.0
5207535,Faina,15.0,50.0,52.0,7535.0,FAINA,6918.0
3125200,Fama,21.0,46.0,31.0,25200.0,FAMA,2219.0
3125309,Faria Lemos,21.0,42.0,31.0,25309.0,FARIA LEMOS,3612.0
2304301,Farias Brito,7.0,40.0,23.0,4301.0,FARIAS BRITO,19244.0
1503002,Faro,2.0,57.0,15.0,3002.0,FARO,17253.0
4107553,Farol,24.0,53.0,41.0,7553.0,FAROL,3394.0
4307906,Farroupilha,29.0,51.0,43.0,7906.0,FARROUPILHA,59871.0
3515400,Fartura,23.0,50.0,35.0,15400.0,FARTURA,14601.0
2203750,Fartura do Piauí,9.0,43.0,22.0,3750.0,FARTURA DO PIAUÍ,5190.0
4107603,Faxinal,24.0,51.0,41.0,7603.0,FAXINAL,15527.0
4308003,Faxinal do Soturno,30.0,53.0,43.0,8003.0,FAXINAL DO SOTURNO,6343.0
4205308,Faxinal dos Guedes,27.0,52.0,42.0,5308.0,FAXINAL DOS GUEDES,10339.0
4308052,Faxinalzinho,27.0,53.0,43.0,8052.0,FAXINALZINHO,2613.0
5207600,Fazenda Nova,16.0,51.0,52.0,7600.0,FAZENDA NOVA,6373.0
4107652,Fazenda Rio Grande,26.0,49.0,41.0,7652.0,FAZENDA RIO GRANDE,75006.0
4308078,Fazenda Vilanova,30.0,52.0,43.0,8078.0,FAZENDA VILANOVA,3068.0
1200302,Feijó,8.0,70.0,12.0,302.0,FEIJÓ,31288.0
2702603,Feira Grande,10.0,37.0,27.0,2603.0,FEIRA GRANDE,21180.0
2605400,Feira Nova,8.0,35.0,26.0,5400.0,FEIRA NOVA,24904.0
2104073,Feira Nova do Maranhão,7.0,47.0,21.0,4073.0,FEIRA NOVA DO MARANHÃO,7648.0
2910776,Feira da Mata,14.0,44.0,29.0,10776.0,FEIRA DA MATA,6328.0
2910800,Feira de Santana,12.0,39.0,29.0,10800.0,FEIRA DE SANTANA,
2403707,Felipe Guerra,6.0,38.0,24.0,3707.0,FELIPE GUERRA,5680.0
3125606,Felisburgo,17.0,41.0,31.0,25606.0,FELISBURGO,6687.0
3125705,Felixlândia,19.0,45.0,31.0,25705.0,FELIXLÂNDIA,13618.0
4308102,Feliz,29.0,51.0,43.0,8102.0,FELIZ,11679.0
2702702,Feliz Deserto,10.0,36.0,27.0,2702.0,FELIZ DESERTO,4370.0
5103700,Feliz Natal,12.0,55.0,51.0,3700.0,FELIZ NATAL,10279.0
3125408,Felício dos Santos,18.0,43.0,31.0,25408.0,FELÍCIO DOS SANTOS,5685.0
4107736,Fernandes Pinheiro,25.0,51.0,41.0,7736.0,FERNANDES PINHEIRO,5688.0
3125804,Fernandes Tourinho,19.0,42.0,31.0,25804.0,FERNANDES TOURINHO,2612.0
2104081,Fernando Falcão,6.0,45.0,21.0,4081.0,FERNANDO FALCÃO,8105.0
2403756,Fernando Pedroza,6.0,37.0,24.0,3756.0,FERNANDO PEDROZA,2876.0
3515608,Fernando Prestes,21.0,49.0,35.0,15608.0,FERNANDO PRESTES,5212.0
2605459,Fernando de Noronha,4.0,32.0,26.0,5459.0,FERNANDO DE NORONHA,2801.0
3515509,Fernandópolis,20.0,50.0,35.0,15509.0,FERNANDÓPOLIS,61392.0
3515657,Fernão,22.0,50.0,35.0,15657.0,FERNÃO,1457.0
3515707,Ferraz de Vasconcelos,24.0,46.0,35.0,15707.0,FERRAZ DE VASCONCELOS,
1600238,Ferreira Gomes,1.0,51.0,16.0,238.0,FERREIRA GOMES,5040.0
2605509,Ferreiros,7.0,35.0,26.0,5509.0,FERREIROS,11002.0
3125903,Ferros,19.0,43.0,31.0,25903.0,FERROS,11387.0
3125952,Fervedouro,21.0,42.0,31.0,25952.0,FERVEDOURO,10261.0
4107751,Figueira,24.0,50.0,41.0,7751.0,FIGUEIRA,8380.0
5003900,Figueirão,19.0,54.0,50.0,3900.0,FIGUEIRÃO,3280.0
1707652,Figueirópolis,12.0,49.0,17.0,7652.0,FIGUEIRÓPOLIS,4820.0
5103809,Figueirópolis D'Oeste,15.0,59.0,51.0,3809.0,FIGUEIRÓPOLIS D'OESTE,3648.0
1707702,Filadélfia,7.0,47.0,17.0,7702.0,FILADÉLFIA,23766.0
2910909,Firmino Alves,15.0,40.0,29.0,10909.0,FIRMINO ALVES,5577.0
5207808,Firminópolis,17.0,50.0,52.0,7808.0,FIRMINÓPOLIS,10286.0
2702801,Flexeiras,9.0,36.0,27.0,2801.0,FLEXEIRAS,11928.0
